id,sensor__sensor_id,sensor__sensor_name,value,unit,timestamp
8007,sensor_ph,Cảm biến PH,7.24,pH,2025-04-08 03:10:00
8006,sensor_tds,Cảm biến TDS,104.4,%,2025-04-08 03:10:00
8005,sensor_temp,Nhiệt Độ,30.5,°C,2025-04-08 03:10:00
8004,sensor_turbidity,Cảm biến độ đục,11.3,%,2025-04-08 03:15:00
8003,sensor_ph,Cảm biến PH,6.71,pH,2025-04-08 03:15:00
8002,sensor_tds,Cảm biến TDS,114.5,%,2025-04-08 03:15:00
8001,sensor_temp,Nhiệt Độ,25.4,°C,2025-04-08 03:15:00
8000,sensor_turbidity,Cảm biến độ đục,39.2,%,2025-04-08 03:20:00
7999,sensor_ph,Cảm biến PH,7.68,pH,2025-04-08 03:20:00
7998,sensor_tds,Cảm biến TDS,160.0,%,2025-04-08 03:20:00
7997,sensor_temp,Nhiệt Độ,25.8,°C,2025-04-08 03:20:00
7996,sensor_turbidity,Cảm biến độ đục,43.2,%,2025-04-08 03:25:00
7995,sensor_ph,Cảm biến PH,7.1,pH,2025-04-08 03:25:00
7994,sensor_tds,Cảm biến TDS,70.0,%,2025-04-08 03:25:00
7993,sensor_temp,Nhiệt Độ,30.7,°C,2025-04-08 03:25:00
7992,sensor_turbidity,Cảm biến độ đục,30.8,%,2025-04-08 03:30:00
7991,sensor_ph,Cảm biến PH,6.54,pH,2025-04-08 03:30:00
7990,sensor_tds,Cảm biến TDS,80.2,%,2025-04-08 03:30:00
7989,sensor_temp,Nhiệt Độ,26.2,°C,2025-04-08 03:30:00
7988,sensor_turbidity,Cảm biến độ đục,11.6,%,2025-04-08 03:35:00
7987,sensor_ph,Cảm biến PH,7.87,pH,2025-04-08 03:35:00
7986,sensor_tds,Cảm biến TDS,161.8,%,2025-04-08 03:35:00
7985,sensor_temp,Nhiệt Độ,27.5,°C,2025-04-08 03:35:00
7984,sensor_turbidity,Cảm biến độ đục,17.8,%,2025-04-08 03:40:00
7983,sensor_ph,Cảm biến PH,7.27,pH,2025-04-08 03:40:00
7982,sensor_tds,Cảm biến TDS,98.8,%,2025-04-08 03:40:00
7981,sensor_temp,Nhiệt Độ,25.9,°C,2025-04-08 03:40:00
7980,sensor_turbidity,Cảm biến độ đục,14.4,%,2025-04-08 03:45:00
7979,sensor_ph,Cảm biến PH,7.86,pH,2025-04-08 03:45:00
7978,sensor_tds,Cảm biến TDS,104.8,%,2025-04-08 03:45:00
7977,sensor_temp,Nhiệt Độ,27.8,°C,2025-04-08 03:45:00
7976,sensor_turbidity,Cảm biến độ đục,25.7,%,2025-04-08 03:50:00
7975,sensor_ph,Cảm biến PH,7.7,pH,2025-04-08 03:50:00
7974,sensor_tds,Cảm biến TDS,147.1,%,2025-04-08 03:50:00
7973,sensor_temp,Nhiệt Độ,26.8,°C,2025-04-08 03:50:00
7972,sensor_turbidity,Cảm biến độ đục,30.2,%,2025-04-08 03:55:00
7971,sensor_ph,Cảm biến PH,6.67,pH,2025-04-08 03:55:00
7970,sensor_tds,Cảm biến TDS,52.1,%,2025-04-08 03:55:00
7969,sensor_temp,Nhiệt Độ,26.2,°C,2025-04-08 03:55:00
7968,sensor_turbidity,Cảm biến độ đục,15.4,%,2025-04-08 04:00:00
7967,sensor_ph,Cảm biến PH,7.86,pH,2025-04-08 04:00:00
7966,sensor_tds,Cảm biến TDS,149.6,%,2025-04-08 04:00:00
7965,sensor_temp,Nhiệt Độ,28.4,°C,2025-04-08 04:00:00
7964,sensor_turbidity,Cảm biến độ đục,15.2,%,2025-04-08 04:05:00
7963,sensor_ph,Cảm biến PH,6.88,pH,2025-04-08 04:05:00
7962,sensor_tds,Cảm biến TDS,69.6,%,2025-04-08 04:05:00
7961,sensor_temp,Nhiệt Độ,29.2,°C,2025-04-08 04:05:00
7960,sensor_turbidity,Cảm biến độ đục,23.3,%,2025-04-08 04:10:00
7959,sensor_ph,Cảm biến PH,7.3,pH,2025-04-08 04:10:00
7958,sensor_tds,Cảm biến TDS,83.2,%,2025-04-08 04:10:00
7957,sensor_temp,Nhiệt Độ,28.2,°C,2025-04-08 04:10:00
7956,sensor_turbidity,Cảm biến độ đục,14.8,%,2025-04-08 04:15:00
7955,sensor_ph,Cảm biến PH,7.96,pH,2025-04-08 04:15:00
7954,sensor_tds,Cảm biến TDS,172.2,%,2025-04-08 04:15:00
7953,sensor_temp,Nhiệt Độ,26.5,°C,2025-04-08 04:15:00
7952,sensor_turbidity,Cảm biến độ đục,37.9,%,2025-04-08 04:20:00
7951,sensor_ph,Cảm biến PH,7.38,pH,2025-04-08 04:20:00
7950,sensor_tds,Cảm biến TDS,71.2,%,2025-04-08 04:20:00
7949,sensor_temp,Nhiệt Độ,29.9,°C,2025-04-08 04:20:00
7948,sensor_turbidity,Cảm biến độ đục,35.7,%,2025-04-08 04:25:00
7947,sensor_ph,Cảm biến PH,6.78,pH,2025-04-08 04:25:00
7946,sensor_tds,Cảm biến TDS,59.7,%,2025-04-08 04:25:00
7945,sensor_temp,Nhiệt Độ,25.3,°C,2025-04-08 04:25:00
7944,sensor_turbidity,Cảm biến độ đục,23.6,%,2025-04-08 04:30:00
7943,sensor_ph,Cảm biến PH,7.78,pH,2025-04-08 04:30:00
7942,sensor_tds,Cảm biến TDS,79.0,%,2025-04-08 04:30:00
7941,sensor_temp,Nhiệt Độ,27.5,°C,2025-04-08 04:30:00
7940,sensor_turbidity,Cảm biến độ đục,17.3,%,2025-04-08 04:35:00
7939,sensor_ph,Cảm biến PH,7.82,pH,2025-04-08 04:35:00
7938,sensor_tds,Cảm biến TDS,91.5,%,2025-04-08 04:35:00
7937,sensor_temp,Nhiệt Độ,27.1,°C,2025-04-08 04:35:00
7936,sensor_turbidity,Cảm biến độ đục,40.4,%,2025-04-08 04:40:00
7935,sensor_ph,Cảm biến PH,7.38,pH,2025-04-08 04:40:00
7934,sensor_tds,Cảm biến TDS,52.8,%,2025-04-08 04:40:00
7933,sensor_temp,Nhiệt Độ,30.0,°C,2025-04-08 04:40:00
7932,sensor_turbidity,Cảm biến độ đục,33.8,%,2025-04-08 04:45:00
7931,sensor_ph,Cảm biến PH,6.77,pH,2025-04-08 04:45:00
7930,sensor_tds,Cảm biến TDS,105.6,%,2025-04-08 04:45:00
7929,sensor_temp,Nhiệt Độ,28.3,°C,2025-04-08 04:45:00
7928,sensor_turbidity,Cảm biến độ đục,13.3,%,2025-04-08 04:50:00
7927,sensor_ph,Cảm biến PH,7.5,pH,2025-04-08 04:50:00
7926,sensor_tds,Cảm biến TDS,106.4,%,2025-04-08 04:50:00
7925,sensor_temp,Nhiệt Độ,27.5,°C,2025-04-08 04:50:00
7924,sensor_turbidity,Cảm biến độ đục,29.1,%,2025-04-08 04:55:00
7923,sensor_ph,Cảm biến PH,6.91,pH,2025-04-08 04:55:00
7922,sensor_tds,Cảm biến TDS,175.9,%,2025-04-08 04:55:00
7921,sensor_temp,Nhiệt Độ,26.1,°C,2025-04-08 04:55:00
7920,sensor_turbidity,Cảm biến độ đục,18.2,%,2025-04-08 05:00:00
7919,sensor_ph,Cảm biến PH,7.15,pH,2025-04-08 05:00:00
7918,sensor_tds,Cảm biến TDS,163.6,%,2025-04-08 05:00:00
7917,sensor_temp,Nhiệt Độ,27.0,°C,2025-04-08 05:00:00
7916,sensor_turbidity,Cảm biến độ đục,38.1,%,2025-04-08 05:05:00
7915,sensor_ph,Cảm biến PH,6.57,pH,2025-04-08 05:05:00
7914,sensor_tds,Cảm biến TDS,97.0,%,2025-04-08 05:05:00
7913,sensor_temp,Nhiệt Độ,26.1,°C,2025-04-08 05:05:00
7912,sensor_turbidity,Cảm biến độ đục,45.0,%,2025-04-08 05:10:00
7911,sensor_ph,Cảm biến PH,7.54,pH,2025-04-08 05:10:00
7910,sensor_tds,Cảm biến TDS,56.1,%,2025-04-08 05:10:00
7909,sensor_temp,Nhiệt Độ,26.9,°C,2025-04-08 05:10:00
7908,sensor_turbidity,Cảm biến độ đục,36.3,%,2025-04-08 05:15:00
7907,sensor_ph,Cảm biến PH,7.54,pH,2025-04-08 05:15:00
7906,sensor_tds,Cảm biến TDS,165.5,%,2025-04-08 05:15:00
7905,sensor_temp,Nhiệt Độ,30.0,°C,2025-04-08 05:15:00
7904,sensor_turbidity,Cảm biến độ đục,18.3,%,2025-04-08 05:20:00
7903,sensor_ph,Cảm biến PH,7.57,pH,2025-04-08 05:20:00
7902,sensor_tds,Cảm biến TDS,119.0,%,2025-04-08 05:20:00
7901,sensor_temp,Nhiệt Độ,29.2,°C,2025-04-08 05:20:00
7900,sensor_turbidity,Cảm biến độ đục,17.3,%,2025-04-08 05:25:00
7899,sensor_ph,Cảm biến PH,7.79,pH,2025-04-08 05:25:00
7898,sensor_tds,Cảm biến TDS,163.8,%,2025-04-08 05:25:00
7897,sensor_temp,Nhiệt Độ,28.6,°C,2025-04-08 05:25:00
7896,sensor_turbidity,Cảm biến độ đục,22.1,%,2025-04-08 05:30:00
7895,sensor_ph,Cảm biến PH,7.69,pH,2025-04-08 05:30:00
7894,sensor_tds,Cảm biến TDS,151.2,%,2025-04-08 05:30:00
7893,sensor_temp,Nhiệt Độ,29.7,°C,2025-04-08 05:30:00
7892,sensor_turbidity,Cảm biến độ đục,25.7,%,2025-04-08 05:35:00
7891,sensor_ph,Cảm biến PH,6.96,pH,2025-04-08 05:35:00
7890,sensor_tds,Cảm biến TDS,174.5,%,2025-04-08 05:35:00
7889,sensor_temp,Nhiệt Độ,29.3,°C,2025-04-08 05:35:00
7888,sensor_turbidity,Cảm biến độ đục,28.6,%,2025-04-08 05:40:00
7887,sensor_ph,Cảm biến PH,6.73,pH,2025-04-08 05:40:00
7886,sensor_tds,Cảm biến TDS,88.8,%,2025-04-08 05:40:00
7885,sensor_temp,Nhiệt Độ,26.4,°C,2025-04-08 05:40:00
7884,sensor_turbidity,Cảm biến độ đục,43.5,%,2025-04-08 05:45:00
7883,sensor_ph,Cảm biến PH,6.87,pH,2025-04-08 05:45:00
7882,sensor_tds,Cảm biến TDS,171.6,%,2025-04-08 05:45:00
7881,sensor_temp,Nhiệt Độ,27.7,°C,2025-04-08 05:45:00
7880,sensor_turbidity,Cảm biến độ đục,30.1,%,2025-04-08 05:50:00
7879,sensor_ph,Cảm biến PH,6.53,pH,2025-04-08 05:50:00
7878,sensor_tds,Cảm biến TDS,119.4,%,2025-04-08 05:50:00
7877,sensor_temp,Nhiệt Độ,29.2,°C,2025-04-08 05:50:00
7876,sensor_turbidity,Cảm biến độ đục,13.5,%,2025-04-08 05:55:00
7875,sensor_ph,Cảm biến PH,7.6,pH,2025-04-08 05:55:00
7874,sensor_tds,Cảm biến TDS,159.9,%,2025-04-08 05:55:00
7873,sensor_temp,Nhiệt Độ,30.2,°C,2025-04-08 05:55:00
7872,sensor_turbidity,Cảm biến độ đục,29.3,%,2025-04-08 06:00:00
7871,sensor_ph,Cảm biến PH,6.73,pH,2025-04-08 06:00:00
7870,sensor_tds,Cảm biến TDS,132.1,%,2025-04-08 06:00:00
7869,sensor_temp,Nhiệt Độ,29.6,°C,2025-04-08 06:00:00
7868,sensor_turbidity,Cảm biến độ đục,14.7,%,2025-04-08 06:05:00
7867,sensor_ph,Cảm biến PH,7.39,pH,2025-04-08 06:05:00
7866,sensor_tds,Cảm biến TDS,53.4,%,2025-04-08 06:05:00
7865,sensor_temp,Nhiệt Độ,27.1,°C,2025-04-08 06:05:00
7864,sensor_turbidity,Cảm biến độ đục,23.7,%,2025-04-08 06:10:00
7863,sensor_ph,Cảm biến PH,7.26,pH,2025-04-08 06:10:00
7862,sensor_tds,Cảm biến TDS,79.5,%,2025-04-08 06:10:00
7861,sensor_temp,Nhiệt Độ,25.5,°C,2025-04-08 06:10:00
7860,sensor_turbidity,Cảm biến độ đục,25.2,%,2025-04-08 06:15:00
7859,sensor_ph,Cảm biến PH,6.99,pH,2025-04-08 06:15:00
7858,sensor_tds,Cảm biến TDS,111.1,%,2025-04-08 06:15:00
7857,sensor_temp,Nhiệt Độ,28.2,°C,2025-04-08 06:15:00
7856,sensor_turbidity,Cảm biến độ đục,23.3,%,2025-04-08 06:20:00
7855,sensor_ph,Cảm biến PH,7.17,pH,2025-04-08 06:20:00
7854,sensor_tds,Cảm biến TDS,175.0,%,2025-04-08 06:20:00
7853,sensor_temp,Nhiệt Độ,28.4,°C,2025-04-08 06:20:00
7852,sensor_turbidity,Cảm biến độ đục,22.6,%,2025-04-08 06:25:00
7851,sensor_ph,Cảm biến PH,7.73,pH,2025-04-08 06:25:00
7850,sensor_tds,Cảm biến TDS,154.8,%,2025-04-08 06:25:00
7849,sensor_temp,Nhiệt Độ,25.8,°C,2025-04-08 06:25:00
7848,sensor_turbidity,Cảm biến độ đục,11.6,%,2025-04-08 06:30:00
7847,sensor_ph,Cảm biến PH,7.05,pH,2025-04-08 06:30:00
7846,sensor_tds,Cảm biến TDS,129.9,%,2025-04-08 06:30:00
7845,sensor_temp,Nhiệt Độ,30.6,°C,2025-04-08 06:30:00
7844,sensor_turbidity,Cảm biến độ đục,36.9,%,2025-04-08 06:35:00
7843,sensor_ph,Cảm biến PH,7.21,pH,2025-04-08 06:35:00
7842,sensor_tds,Cảm biến TDS,57.1,%,2025-04-08 06:35:00
7841,sensor_temp,Nhiệt Độ,27.1,°C,2025-04-08 06:35:00
7840,sensor_turbidity,Cảm biến độ đục,27.9,%,2025-04-08 06:40:00
7839,sensor_ph,Cảm biến PH,7.66,pH,2025-04-08 06:40:00
7838,sensor_tds,Cảm biến TDS,83.1,%,2025-04-08 06:40:00
7837,sensor_temp,Nhiệt Độ,30.4,°C,2025-04-08 06:40:00
7836,sensor_turbidity,Cảm biến độ đục,21.9,%,2025-04-08 06:45:00
7835,sensor_ph,Cảm biến PH,7.34,pH,2025-04-08 06:45:00
7834,sensor_tds,Cảm biến TDS,103.0,%,2025-04-08 06:45:00
7833,sensor_temp,Nhiệt Độ,29.8,°C,2025-04-08 06:45:00
7832,sensor_turbidity,Cảm biến độ đục,26.4,%,2025-04-08 06:50:00
7831,sensor_ph,Cảm biến PH,7.44,pH,2025-04-08 06:50:00
7830,sensor_tds,Cảm biến TDS,89.7,%,2025-04-08 06:50:00
7829,sensor_temp,Nhiệt Độ,28.6,°C,2025-04-08 06:50:00
7828,sensor_turbidity,Cảm biến độ đục,21.8,%,2025-04-08 06:55:00
7827,sensor_ph,Cảm biến PH,7.45,pH,2025-04-08 06:55:00
7826,sensor_tds,Cảm biến TDS,110.6,%,2025-04-08 06:55:00
7825,sensor_temp,Nhiệt Độ,29.5,°C,2025-04-08 06:55:00
7824,sensor_turbidity,Cảm biến độ đục,29.0,%,2025-04-08 07:00:00
7823,sensor_ph,Cảm biến PH,6.96,pH,2025-04-08 07:00:00
7822,sensor_tds,Cảm biến TDS,63.3,%,2025-04-08 07:00:00
7821,sensor_temp,Nhiệt Độ,28.0,°C,2025-04-08 07:00:00
7820,sensor_turbidity,Cảm biến độ đục,25.6,%,2025-04-08 07:05:00
7819,sensor_ph,Cảm biến PH,6.66,pH,2025-04-08 07:05:00
7818,sensor_tds,Cảm biến TDS,148.3,%,2025-04-08 07:05:00
7817,sensor_temp,Nhiệt Độ,29.1,°C,2025-04-08 07:05:00
7816,sensor_turbidity,Cảm biến độ đục,20.8,%,2025-04-08 07:10:00
7815,sensor_ph,Cảm biến PH,6.79,pH,2025-04-08 07:10:00
7814,sensor_tds,Cảm biến TDS,84.6,%,2025-04-08 07:10:00
7813,sensor_temp,Nhiệt Độ,28.8,°C,2025-04-08 07:10:00
7812,sensor_turbidity,Cảm biến độ đục,20.4,%,2025-04-08 07:15:00
7811,sensor_ph,Cảm biến PH,7.79,pH,2025-04-08 07:15:00
7810,sensor_tds,Cảm biến TDS,156.3,%,2025-04-08 07:15:00
7809,sensor_temp,Nhiệt Độ,30.1,°C,2025-04-08 07:15:00
7808,sensor_turbidity,Cảm biến độ đục,16.9,%,2025-04-08 07:20:00
7807,sensor_ph,Cảm biến PH,7.13,pH,2025-04-08 07:20:00
7806,sensor_tds,Cảm biến TDS,143.6,%,2025-04-08 07:20:00
7805,sensor_temp,Nhiệt Độ,27.2,°C,2025-04-08 07:20:00
7804,sensor_turbidity,Cảm biến độ đục,22.5,%,2025-04-08 07:25:00
7803,sensor_ph,Cảm biến PH,7.79,pH,2025-04-08 07:25:00
7802,sensor_tds,Cảm biến TDS,125.6,%,2025-04-08 07:25:00
7801,sensor_temp,Nhiệt Độ,29.4,°C,2025-04-08 07:25:00
7800,sensor_turbidity,Cảm biến độ đục,36.6,%,2025-04-08 07:30:00
7799,sensor_ph,Cảm biến PH,7.12,pH,2025-04-08 07:30:00
7798,sensor_tds,Cảm biến TDS,170.2,%,2025-04-08 07:30:00
7797,sensor_temp,Nhiệt Độ,28.9,°C,2025-04-08 07:30:00
7796,sensor_turbidity,Cảm biến độ đục,21.6,%,2025-04-08 07:35:00
7795,sensor_ph,Cảm biến PH,7.09,pH,2025-04-08 07:35:00
7794,sensor_tds,Cảm biến TDS,54.8,%,2025-04-08 07:35:00
7793,sensor_temp,Nhiệt Độ,29.1,°C,2025-04-08 07:35:00
7792,sensor_turbidity,Cảm biến độ đục,10.2,%,2025-04-08 07:40:00
7791,sensor_ph,Cảm biến PH,7.31,pH,2025-04-08 07:40:00
7790,sensor_tds,Cảm biến TDS,110.8,%,2025-04-08 07:40:00
7789,sensor_temp,Nhiệt Độ,27.0,°C,2025-04-08 07:40:00
7788,sensor_turbidity,Cảm biến độ đục,20.5,%,2025-04-08 07:45:00
7787,sensor_ph,Cảm biến PH,7.14,pH,2025-04-08 07:45:00
7786,sensor_tds,Cảm biến TDS,138.1,%,2025-04-08 07:45:00
7785,sensor_temp,Nhiệt Độ,29.5,°C,2025-04-08 07:45:00
7784,sensor_turbidity,Cảm biến độ đục,26.1,%,2025-04-08 07:50:00
7783,sensor_ph,Cảm biến PH,7.98,pH,2025-04-08 07:50:00
7782,sensor_tds,Cảm biến TDS,89.1,%,2025-04-08 07:50:00
7781,sensor_temp,Nhiệt Độ,26.6,°C,2025-04-08 07:50:00
7780,sensor_turbidity,Cảm biến độ đục,28.0,%,2025-04-08 07:55:00
7779,sensor_ph,Cảm biến PH,6.53,pH,2025-04-08 07:55:00
7778,sensor_tds,Cảm biến TDS,56.8,%,2025-04-08 07:55:00
7777,sensor_temp,Nhiệt Độ,29.4,°C,2025-04-08 07:55:00
7776,sensor_turbidity,Cảm biến độ đục,13.4,%,2025-04-08 08:00:00
7775,sensor_ph,Cảm biến PH,7.18,pH,2025-04-08 08:00:00
7774,sensor_tds,Cảm biến TDS,132.0,%,2025-04-08 08:00:00
7773,sensor_temp,Nhiệt Độ,25.8,°C,2025-04-08 08:00:00
7772,sensor_turbidity,Cảm biến độ đục,38.4,%,2025-04-08 08:05:00
7771,sensor_ph,Cảm biến PH,7.41,pH,2025-04-08 08:05:00
7770,sensor_tds,Cảm biến TDS,71.5,%,2025-04-08 08:05:00
7769,sensor_temp,Nhiệt Độ,27.4,°C,2025-04-08 08:05:00
7768,sensor_turbidity,Cảm biến độ đục,18.1,%,2025-04-08 08:10:00
7767,sensor_ph,Cảm biến PH,7.28,pH,2025-04-08 08:10:00
7766,sensor_tds,Cảm biến TDS,123.1,%,2025-04-08 08:10:00
7765,sensor_temp,Nhiệt Độ,26.3,°C,2025-04-08 08:10:00
7764,sensor_turbidity,Cảm biến độ đục,20.9,%,2025-04-08 08:15:00
7763,sensor_ph,Cảm biến PH,6.98,pH,2025-04-08 08:15:00
7762,sensor_tds,Cảm biến TDS,115.8,%,2025-04-08 08:15:00
7761,sensor_temp,Nhiệt Độ,26.2,°C,2025-04-08 08:15:00
7760,sensor_turbidity,Cảm biến độ đục,10.1,%,2025-04-08 08:20:00
7759,sensor_ph,Cảm biến PH,6.83,pH,2025-04-08 08:20:00
7758,sensor_tds,Cảm biến TDS,139.0,%,2025-04-08 08:20:00
7757,sensor_temp,Nhiệt Độ,28.7,°C,2025-04-08 08:20:00
7756,sensor_turbidity,Cảm biến độ đục,12.4,%,2025-04-08 08:25:00
7755,sensor_ph,Cảm biến PH,7.01,pH,2025-04-08 08:25:00
7754,sensor_tds,Cảm biến TDS,126.3,%,2025-04-08 08:25:00
7753,sensor_temp,Nhiệt Độ,29.6,°C,2025-04-08 08:25:00
7752,sensor_turbidity,Cảm biến độ đục,12.9,%,2025-04-08 08:30:00
7751,sensor_ph,Cảm biến PH,7.5,pH,2025-04-08 08:30:00
7750,sensor_tds,Cảm biến TDS,121.2,%,2025-04-08 08:30:00
7749,sensor_temp,Nhiệt Độ,30.8,°C,2025-04-08 08:30:00
7748,sensor_turbidity,Cảm biến độ đục,20.1,%,2025-04-08 08:35:00
7747,sensor_ph,Cảm biến PH,7.86,pH,2025-04-08 08:35:00
7746,sensor_tds,Cảm biến TDS,60.5,%,2025-04-08 08:35:00
7745,sensor_temp,Nhiệt Độ,27.3,°C,2025-04-08 08:35:00
7744,sensor_turbidity,Cảm biến độ đục,21.7,%,2025-04-08 08:40:00
7743,sensor_ph,Cảm biến PH,7.09,pH,2025-04-08 08:40:00
7742,sensor_tds,Cảm biến TDS,94.6,%,2025-04-08 08:40:00
7741,sensor_temp,Nhiệt Độ,29.4,°C,2025-04-08 08:40:00
7740,sensor_turbidity,Cảm biến độ đục,43.0,%,2025-04-08 08:45:00
7739,sensor_ph,Cảm biến PH,7.72,pH,2025-04-08 08:45:00
7738,sensor_tds,Cảm biến TDS,100.2,%,2025-04-08 08:45:00
7737,sensor_temp,Nhiệt Độ,25.3,°C,2025-04-08 08:45:00
7736,sensor_turbidity,Cảm biến độ đục,38.5,%,2025-04-08 08:50:00
7735,sensor_ph,Cảm biến PH,6.92,pH,2025-04-08 08:50:00
7734,sensor_tds,Cảm biến TDS,151.1,%,2025-04-08 08:50:00
7733,sensor_temp,Nhiệt Độ,27.4,°C,2025-04-08 08:50:00
7732,sensor_turbidity,Cảm biến độ đục,44.3,%,2025-04-08 08:55:00
7731,sensor_ph,Cảm biến PH,6.61,pH,2025-04-08 08:55:00
7730,sensor_tds,Cảm biến TDS,66.3,%,2025-04-08 08:55:00
7729,sensor_temp,Nhiệt Độ,25.9,°C,2025-04-08 08:55:00
7728,sensor_turbidity,Cảm biến độ đục,18.0,%,2025-04-08 09:00:00
7727,sensor_ph,Cảm biến PH,6.87,pH,2025-04-08 09:00:00
7726,sensor_tds,Cảm biến TDS,141.5,%,2025-04-08 09:00:00
7725,sensor_temp,Nhiệt Độ,28.2,°C,2025-04-08 09:00:00
7724,sensor_turbidity,Cảm biến độ đục,27.2,%,2025-04-08 09:05:00
7723,sensor_ph,Cảm biến PH,7.98,pH,2025-04-08 09:05:00
7722,sensor_tds,Cảm biến TDS,143.4,%,2025-04-08 09:05:00
7721,sensor_temp,Nhiệt Độ,25.5,°C,2025-04-08 09:05:00
